Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
síndrome de Juberg Marsidi (trastorno)	721875000	trastorno	0	0	[722298001, 733606001, 239023005, 773404000, 378007, 724208006, 721296004, 30278004, 715867000, 24750000]	1	0.75	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	722298001	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	722298001	[[116680003, -1], [116676008, -1], [246454002, 0], [363698007, -1], [370135005, 0]]	[[11164009, 87006007, 1899006, 86426007, 438492008, 85995004, 75970008, 234469001, 403759001, 414395005], [11182007, 67946009, 21465002, 425115008, 42915007, 77177006, 205673000, 166853009, 299679005, 85305001], [255399007, 20771003, 12458006, 348971000119105, 26408002, 700257009, 45798009, 726334003, 62344005, 51523009], [48566001, 371195002, 719309000, 702468001, 719459008, 714982000, 312564004, 113333005, 712941004, 51299004], [308490002, 702640006, 263680009, 272515006, 308489006, 716234001, 702639009, 361486000, 442614005, 609404002]]	[[116680003, -1], [116676008, -1], [246454002, 0], [363698007, -1], [370135005, 0]]	[[11164009, 87006007, 1899006, 86426007, 438492008, 85995004, 75970008, 234469001, 403759001, 414395005], [11182007, 67946009, 21465002, 425115008, 42915007, 77177006, 205673000, 166853009, 299679005, 85305001], [255399007, 20771003, 12458006, 348971000119105, 26408002, 700257009, 45798009, 726334003, 62344005, 51523009], [48566001, 371195002, 719309000, 702468001, 719459008, 714982000, 312564004, 113333005, 712941004, 51299004], [308490002, 702640006, 263680009, 272515006, 308489006, 716234001, 702639009, 361486000, 442614005, 609404002]]
producto que contiene exactamente fosfato de prednisolona sódica 5 miligramos/1 mililitro y sulfato de neomicina 5 miligramos/1 mililitro, solución de liberación convencional para gotas de administración ótica u ocular (fármaco de uso clínico)	330950006	fármaco de uso clínico	0	0	[330952003, 354028007, 416375002, 330344009, 347129003, 347097005, 766594000, 784840009, 331001008, 785209002]	0	1.0	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	330952003	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	330952003	[[411116001, 0], [116680003, 1], [766952006, -1], [733724008, 0], [762949000, 0], [733725009, -1], [733722007, -1], [766939001, 2], [733723002, -1], [732943007, 0]]	[[765163001, 765164007, 420891003, 385163003, 354028007, 422068008, 385154000, 421427005, 385148001, 785899003], [783844009, 785645005, 784233004, 786240001, 786216009, 778500005, 778952003, 785641001, 786272003, 786227006], [13342004, 430633005, 124217000, 420625000, 102783004, 130013005, 400165008, 262434007, 74027004, 80120001], [34001005, 400165008, 415350007, 397876009, 371888009, 430633005, 262117006, 36704006, 261617005, 264706000], [96335004, 71183000, 426891005, 49565007, 108765002, 387061002, 734494005, 449541005, 116113006, 326745006], [96335004, 430633005, 400165008, 415350007, 51224002, 48753004, 412392009, 96120008, 734507007, 430634004], [96335004, 51224002, 96120008, 48753004, 96306007, 41722006, 108601004, 412392009, 85724000, 96094009], [788025000, 773885007, 787994008, 773892002, 773888009, 773877003, 788073005, 773921001, 788067009, 773902009], [96335004, 430633005, 400165008, 430634004, 415350007, 260280001, 397876009, 34001005, 74027004, 59015000], [96335004, 71183000, 426891005, 49565007, 108765002, 387061002, 734494005, 449541005, 116113006, 326745006]]	[[411116001, 0], [116680003, 1], [766952006, -1], [733724008, 0], [762949000, 0], [733725009, -1], [733722007, -1], [766939001, 2], [733723002, -1], [732943007, 0]]	[[765163001, 765164007, 420891003, 385163003, 354028007, 422068008, 385154000, 421427005, 385148001, 785899003], [783844009, 785645005, 784233004, 786240001, 786216009, 778500005, 778952003, 785641001, 786272003, 786227006], [13342004, 430633005, 124217000, 420625000, 102783004, 130013005, 400165008, 262434007, 74027004, 80120001], [34001005, 400165008, 415350007, 397876009, 371888009, 430633005, 262117006, 36704006, 261617005, 264706000], [96335004, 71183000, 426891005, 49565007, 108765002, 387061002, 734494005, 449541005, 116113006, 326745006], [96335004, 430633005, 400165008, 415350007, 51224002, 48753004, 412392009, 96120008, 734507007, 430634004], [96335004, 51224002, 96120008, 48753004, 96306007, 41722006, 108601004, 412392009, 85724000, 96094009], [788025000, 773885007, 787994008, 773892002, 773888009, 773877003, 788073005, 773921001, 788067009, 773902009], [96335004, 430633005, 400165008, 430634004, 415350007, 260280001, 397876009, 34001005, 74027004, 59015000], [96335004, 71183000, 426891005, 49565007, 108765002, 387061002, 734494005, 449541005, 116113006, 326745006]]
espondilopatía neuropática (trastorno)	202700003	trastorno	0	0	[201251005, 403601003, 52996001, 789569005, 201724008, 140531000119105, 789570006, 140381000119104, 71771000119100, 368311000119105]	0	1.0	4	1.0	[116676008, 116680003, 363698007, 42752001]	201251005	4	1.0	[116676008, 116680003, 363698007, 42752001]	201251005	[[116676008, -1], [116680003, -1], [363698007, -1], [42752001, -1]]	[[258783003, 223791007, 160159001, 65179007, 42564007, 732372002, 419314007, 248210003, 228258004, 262046001], [258783003, 160159001, 42564007, 65179007, 223791007, 228258004, 59489005, 732372002, 419314007, 272903002], [262395005, 129650008, 263804000, 223791007, 257079006, 228258004, 160159001, 55064000, 42564007, 20821006], [258783003, 57414003, 303735007, 62920004, 732626006, 223791007, 169431001, 273026001, 259212005, 6702001]]	[[116676008, -1], [116680003, -1], [363698007, -1], [42752001, -1]]	[[258783003, 223791007, 160159001, 65179007, 42564007, 732372002, 419314007, 248210003, 228258004, 262046001], [258783003, 160159001, 42564007, 65179007, 223791007, 228258004, 59489005, 732372002, 419314007, 272903002], [262395005, 129650008, 263804000, 223791007, 257079006, 228258004, 160159001, 55064000, 42564007, 20821006], [258783003, 57414003, 303735007, 62920004, 732626006, 223791007, 169431001, 273026001, 259212005, 6702001]]
embolización arterial y venosa percutánea de malformación arteriovenosa cerebral con guía fluoroscópica (procedimiento)	438822008	procedimiento	0	0	[440236009, 439537008, 439086002, 438526003, 443081003, 418527001, 439540008, 443382004, 438652003, 707827007]	0	1.0	6	0.8571	[116680003, 363700003, 405813007, 424361007, 260686004, 363703001]	440236009	6	0.8571	[116680003, 363700003, 405813007, 424361007, 260686004, 363703001]	440236009	[[116680003, 0], [363700003, 2], [405813007, 0], [424361007, 0], [260686004, 0], [363703001, 0]]	[[438652003, 418527001, 439537008, 440236009, 719424008, 439540008, 439086002, 443382004, 443081003, 438526003], [175786007, 707827007, 24551003, 709026007, 721979005, 698765007, 698766008, 423197001, 233220007, 204493007], [281138005, 449266005, 448444006, 127955005, 363574006, 128320002, 87932003, 871859002, 721108002, 306955007], [385420005, 441272008, 278474008, 716236004, 432508005, 464389006, 440036001, 465102000, 464800004, 16439801000119108], [312275004, 399035005, 312337001, 360037004, 360231005, 360223000, 312251004, 363678002, 312250003, 278110001], [429892002, 285077003, 439999002, 47701005, 712652008, 419216007, 419753000, 16431351000119104, 419085005, 418220000]]	[[116680003, 0], [363700003, 2], [405813007, 0], [424361007, 0], [260686004, 0], [363703001, 0]]	[[438652003, 418527001, 439537008, 440236009, 719424008, 439540008, 439086002, 443382004, 443081003, 438526003], [175786007, 707827007, 24551003, 709026007, 721979005, 698765007, 698766008, 423197001, 233220007, 204493007], [281138005, 449266005, 448444006, 127955005, 363574006, 128320002, 87932003, 871859002, 721108002, 306955007], [385420005, 441272008, 278474008, 716236004, 432508005, 464389006, 440036001, 465102000, 464800004, 16439801000119108], [312275004, 399035005, 312337001, 360037004, 360231005, 360223000, 312251004, 363678002, 312250003, 278110001], [429892002, 285077003, 439999002, 47701005, 712652008, 419216007, 419753000, 16431351000119104, 419085005, 418220000]]
fiebre posterior a vacunación antidiftérica, antitetánica y contra la tos ferina (trastorno)	698578005	trastorno	0	0	[698581000, 703337007, 789034003, 170428009, 293109003, 21131000175102, 719320000, 171284002, 117841000119108, 151111000119100]	0	1.0	4	1.0	[363713009, 116680003, 363714003, 255234002]	698581000	4	1.0	[363713009, 116680003, 363714003, 255234002]	698581000	[[363713009, 1], [116680003, -1], [363714003, -1], [255234002, -1]]	[[449830004, 281302008, 441781003, 444931001, 442113000, 442144009, 441776007, 123791008, 441801009, 111231000119109], [789034003, 703337007, 413104004, 170428009, 170430006, 703347005, 16472341000119108, 58428007, 413103005, 413106002], [466300005, 413908002, 413104004, 466563008, 87502001, 763304000, 310840001, 413103005, 310374009, 180333002], [39343008, 871758000, 300038004, 170327000, 170326009, 170328005, 170333009, 170323001, 170334003, 170321004]]	[[363713009, 1], [116680003, -1], [363714003, -1], [255234002, -1]]	[[449830004, 281302008, 441781003, 444931001, 442113000, 442144009, 441776007, 123791008, 441801009, 111231000119109], [789034003, 703337007, 413104004, 170428009, 170430006, 703347005, 16472341000119108, 58428007, 413103005, 413106002], [466300005, 413908002, 413104004, 466563008, 87502001, 763304000, 310840001, 413103005, 310374009, 180333002], [39343008, 871758000, 300038004, 170327000, 170326009, 170328005, 170333009, 170323001, 170334003, 170321004]]
hipotiroidismo causado por exceso de yodo (trastorno)	70225006	trastorno	0	0	[190284002, 369091000119106, 190283008, 49830003, 722945007, 190279008, 237510004, 5834008, 62052002, 67723002]	0	1.0	4	1.0	[246075003, 246454002, 116680003, 363698007]	190284002	4	1.0	[246075003, 246454002, 116680003, 363698007]	190284002	[[246075003, -1], [246454002, 0], [116680003, 2], [363698007, 0]]	[[111065006, 39292004, 90544008, 34274009, 75951003, 64538009, 123815005, 763811009, 190279008, 767266004], [767023003, 33370009, 56089003, 87621000, 27152008, 162494006, 419651008, 225020008, 782516008, 200155004], [237555006, 190279008, 111566002, 237556007, 237567008, 55838005, 217710005, 233668008, 88273006, 237518006], [69748006, 50552001, 46932009, 66997005, 86682003, 51858004, 111002, 103187003, 91227003, 438319004]]	[[246075003, -1], [246454002, 0], [116680003, 2], [363698007, 0]]	[[111065006, 39292004, 90544008, 34274009, 75951003, 64538009, 123815005, 763811009, 190279008, 767266004], [767023003, 33370009, 56089003, 87621000, 27152008, 162494006, 419651008, 225020008, 782516008, 200155004], [237555006, 190279008, 111566002, 237556007, 237567008, 55838005, 217710005, 233668008, 88273006, 237518006], [69748006, 50552001, 46932009, 66997005, 86682003, 51858004, 111002, 103187003, 91227003, 438319004]]
espécimen obtenido de cálculo biliar (espécimen)	258490009	espécimen	0	0	[258492001, 449446003, 446817004, 309205005, 399460001, 258494000, 399541005, 397482001, 122656001, 309493009]	0	1.0	2	1.0	[116680003, 370133003]	258492001	2	1.0	[116680003, 370133003]	258492001	[[116680003, -1], [370133003, 2]]	[[119350003, 732293002, 73416001, 732975005, 258494000, 733101007, 442173007, 16213691000119107, 733481004, 258496003], [258492001, 61417004, 256896000, 55479002, 235525000, 830075002, 449446003, 258494000, 830074003, 446817004]]	[[116680003, -1], [370133003, 2]]	[[119350003, 732293002, 73416001, 732975005, 258494000, 733101007, 442173007, 16213691000119107, 733481004, 258496003], [258492001, 61417004, 256896000, 55479002, 235525000, 830075002, 449446003, 258494000, 830074003, 446817004]]
prueba cutánea de hipersensibilidad tardía para histoplasmina realizada (situación)	442393007	situación	2	2	[441814005, 441844008, 441989008, 62123003, 45624008, 36658009, 4165006, 27496004, 411967002, 65862003]	0	1.0	1	0.3333	[116680003]	441814005	5	1.0	[116680003, 408732007, 363589002, 408730004, 408731000]	441989008	[[116680003, -1]]	[[57104001, 298014004, 307577005, 714882001, 366449000, 298011007, 365059004, 297971001, 366604005, 366582000]]	[[116680003, 0], [408732007, 0], [363589002, 0], [408730004, -1], [408731000, -1]]	[[165007007, 165008002, 426232007, 21191000122102, 444316004, 419210001, 294442004, 294440007, 712844008, 6671000122109], [410604004, 444055008, 444280000, 444279003, 444147003, 444191003, 444054007, 444242001, 444304005, 444199001], [62123003, 36658009, 45624008, 441814005, 11304004, 27496004, 65862003, 54605008, 51186009, 69097007], [297699007, 297763007, 297616004, 297837009, 297562004, 445186008, 445134004, 297736006, 297742005, 297805008], [410511007, 15240007, 246109007, 703022003, 717206004, 1400009, 79010009, 52455008, 702936000, 716820009]]
anastomosis de colédoco a yeyuno transpuesto (procedimiento)	174562004	procedimiento	0	0	[174561006, 235528003, 304060006, 173560002, 173750008, 173749008, 173898008, 173720000, 173716004, 235282003]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	174561006	3	1.0	[116680003, 260686004, 405813007]	174561006	[[116680003, -1], [260686004, 3], [405813007, 0]]	[[40875005, 128406008, 23281002, 83985009, 173720000, 90090007, 173716004, 173898008, 173560002, 173573003], [257744002, 257746000, 262143007, 257741005, 272381008, 299893001, 360087006, 235291004, 257742003, 236921009], [79741001, 91179006, 67593005, 44980005, 48239000, 56092004, 40810008, 14105008, 771980006, 20562005]]	[[116680003, -1], [260686004, 3], [405813007, 0]]	[[40875005, 128406008, 23281002, 83985009, 173720000, 90090007, 173716004, 173898008, 173560002, 173573003], [257744002, 257746000, 262143007, 257741005, 272381008, 299893001, 360087006, 235291004, 257742003, 236921009], [79741001, 91179006, 67593005, 44980005, 48239000, 56092004, 40810008, 14105008, 771980006, 20562005]]
paraplejía espástica autosómica dominante tipo 12 (trastorno)	763374004	trastorno	0	0	[723819007, 783698005, 763068005, 732949006, 785305006, 230263009, 783622001, 763375003, 733029008, 763069002]	0	1.0	4	1.0	[116676008, 246454002, 116680003, 363698007]	723819007	4	1.0	[116676008, 246454002, 116680003, 363698007]	723819007	[[116676008, 0], [246454002, 0], [116680003, -1], [363698007, 0]]	[[107669003, 46138007, 53021009, 80328002, 37491003, 363061005, 698954005, 70350007, 698955006, 26852004], [255399007, 726334003, 12458006, 20771003, 26408002, 348971000119105, 734477008, 45798009, 700257009, 233646003], [11164009, 87006007, 86426007, 1899006, 438492008, 85995004, 75970008, 234469001, 403759001, 414395005], [2748008, 63784007, 11478001, 60051002, 43511004, 50800009, 20353007, 54785003, 110150000, 171728001]]	[[116676008, 0], [246454002, 0], [116680003, -1], [363698007, 0]]	[[107669003, 46138007, 53021009, 80328002, 37491003, 363061005, 698954005, 70350007, 698955006, 26852004], [255399007, 726334003, 12458006, 20771003, 26408002, 348971000119105, 734477008, 45798009, 700257009, 233646003], [11164009, 87006007, 86426007, 1899006, 438492008, 85995004, 75970008, 234469001, 403759001, 414395005], [2748008, 63784007, 11478001, 60051002, 43511004, 50800009, 20353007, 54785003, 110150000, 171728001]]
abrasión, dedo de la mano, múltiple (trastorno)	211319001	trastorno	0	0	[211515006, 211304002, 210579001, 470096006, 298167002, 211305001, 211317004, 71501009, 424664008, 7709002]	0	1.0	4	1.0	[116676008, 116680003, 42752001, 363698007]	211515006	4	1.0	[116676008, 116680003, 42752001, 363698007]	211515006	[[116676008, -1], [116680003, 0], [42752001, 0], [363698007, -1]]	[[201038005, 308492005, 312608009, 312609001, 211045003, 211038003, 129387007, 308497004, 39848009, 703868004], [211317004, 211304002, 211305001, 75568008, 52023002, 283059006, 283086006, 83927003, 309536001, 764106001], [773760007, 211045003, 405615003, 211038003, 272379006, 211043005, 211332006, 211190005, 211331004, 720975008], [7569003, 211317004, 310794003, 75568008, 125682004, 783083007, 783082002, 65531009, 31180007, 309536001]]	[[116676008, -1], [116680003, 0], [42752001, 0], [363698007, -1]]	[[201038005, 308492005, 312608009, 312609001, 211045003, 211038003, 129387007, 308497004, 39848009, 703868004], [211317004, 211304002, 211305001, 75568008, 52023002, 283059006, 283086006, 83927003, 309536001, 764106001], [773760007, 211045003, 405615003, 211038003, 272379006, 211043005, 211332006, 211190005, 211331004, 720975008], [7569003, 211317004, 310794003, 75568008, 125682004, 783083007, 783082002, 65531009, 31180007, 309536001]]
anastomosis esofagoentérica (procedimiento)	355610001	procedimiento	0	0	[315319006, 74878007, 234299008, 234300000, 82292004, 391993002, 236918007, 236919004, 257750007, 125215000]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	315319006	3	1.0	[116680003, 260686004, 405813007]	315319006	[[116680003, -1], [260686004, 2], [405813007, -1]]	[[44076002, 9666005, 28467003, 474008, 263990003, 81092009, 45692002, 53087005, 298799004, 315326006], [262143007, 257746000, 257741005, 257744002, 272381008, 360087006, 299893001, 257742003, 235291004, 236921009], [113276009, 308818000, 442285009, 65847000, 68534000, 360972004, 17465007, 23230007, 69310004, 67915005]]	[[116680003, -1], [260686004, 2], [405813007, -1]]	[[44076002, 9666005, 28467003, 474008, 263990003, 81092009, 45692002, 53087005, 298799004, 315326006], [262143007, 257746000, 257741005, 257744002, 272381008, 360087006, 299893001, 257742003, 235291004, 236921009], [113276009, 308818000, 442285009, 65847000, 68534000, 360972004, 17465007, 23230007, 69310004, 67915005]]
medición de anticuerpo inmunoglobulina E específico contra líquido seminal (procedimiento)	392523003	procedimiento	0	0	[388463009, 388814001, 388471008, 388566004, 388652003, 392399006, 392516004, 392438000, 397674005, 392506007]	0	1.0	4	1.0	[116686009, 246093002, 116680003, 260686004]	388463009	4	1.0	[116686009, 246093002, 116680003, 260686004]	388463009	[[116686009, 1], [246093002, 0], [116680003, 0], [260686004, 0]]	[[119347001, 119364003, 258590006, 258482009, 258463000, 412918001, 119348006, 438545007, 309201001, 442039000], [388443002, 387850006, 388391000, 388027001, 388057005, 388065008, 412628007, 387915004, 412624009, 387975006], [104381000, 392331007, 392348004, 392493006, 392274007, 388550001, 388738005, 392341005, 392307002, 392278005], [129266000, 121804009, 64660004, 29017005, 104497009, 121712009, 121683003, 412935002, 27220002, 412988008]]	[[116686009, 1], [246093002, 0], [116680003, 0], [260686004, 0]]	[[119347001, 119364003, 258590006, 258482009, 258463000, 412918001, 119348006, 438545007, 309201001, 442039000], [388443002, 387850006, 388391000, 388027001, 388057005, 388065008, 412628007, 387915004, 412624009, 387975006], [104381000, 392331007, 392348004, 392493006, 392274007, 388550001, 388738005, 392341005, 392307002, 392278005], [129266000, 121804009, 64660004, 29017005, 104497009, 121712009, 121683003, 412935002, 27220002, 412988008]]
ingesta oral inadecuada (hallazgo)	440321000124101	hallazgo	1	1	[870690008, 440351000124105, 792870002, 792871003, 440331000124103, 440901000124105, 441921000124106, 709564003, 700361001, 819015007]	0	1.0	1	0.5	[116680003]	870690008	3	1.0	[363713009, 116680003, 363714003]	440351000124105	[[116680003, -1]]	[[700361001, 441921000124106, 440901000124105, 440731000124104, 707846008, 440871000124105, 870405004, 226320007, 440801000124104, 444761000124101]]	[[363713009, -1], [116680003, 0], [363714003, 0]]	[[260378005, 247784003, 271812002, 162213003, 228279004, 248799000, 102533007, 249963007, 419912001, 735639001], [366358006, 366357001, 249481003, 365967005, 366367006, 366356005, 300385000, 365758001, 366363005, 365552003], [870690008, 792870002, 792871003, 819015007, 819014006, 463335002, 364395008, 787787004, 709564003, 699653008]]
programa de ejercicios en grupo (régimen/tratamiento)	401167006	régimen/tratamiento	1	1	[276049006, 410421002, 386453008, 224109001, 170554003, 409113002, 312619007, 171067001, 443225003, 439427001]	0	1.0	1	0.3333	[116680003]	276049006	1	0.5	[116680003]	410421002	[[116680003, -1]]	[[365483002, 289262005, 249394002, 364899006, 366654004, 289897002, 365054009, 225571001, 300278002, 366116003]]	[[116680003, -1]]	[[229073000, 183335005, 229072005, 226029000, 229197007, 183285004, 225926000, 229067001, 229066005, 183329005]]
fusión transversoalar (procedimiento)	178647001	procedimiento	0	0	[46379002, 62042001, 307820000, 359593004, 707796002, 359895004, 13640000, 251184005, 6976007, 125470004]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	46379002	3	1.0	[116680003, 260686004, 405813007]	46379002	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[699327008, 202310009, 298190007, 299014009, 299019004, 298209007, 718025009, 303742007, 298945002, 298941006], [129379006, 360060007, 129374001, 129296005, 129402004, 298053008, 129286001, 129301005, 129410003, 299712004], [43966005, 265738003, 44650003, 68943004, 229046001, 9870004, 4364002, 18422009, 66697007, 229363009]]	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[699327008, 202310009, 298190007, 299014009, 299019004, 298209007, 718025009, 303742007, 298945002, 298941006], [129379006, 360060007, 129374001, 129296005, 129402004, 298053008, 129286001, 129301005, 129410003, 299712004], [43966005, 265738003, 44650003, 68943004, 229046001, 9870004, 4364002, 18422009, 66697007, 229363009]]
fractura no expuesta de techo de acetábulo izquierdo (trastorno)	11307601000119101	trastorno	0	0	[11307561000119101, 11307201000119104, 705135007, 16668671000119102, 16668431000119103, 11307081000119101, 705134006, 16769891000119103, 705121005, 15912631000119102]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	11307561000119101	3	1.0	[116676008, 116680003, 363698007]	11307561000119101	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[20946005, 125167005, 25899002, 427792002, 8530001000004108, 208322000, 269083002, 67730008, 307713000, 440366004], [705135007, 11307561000119101, 33118001, 705134006, 208150008, 704451004, 705121005, 11307201000119104, 269083002, 8530001000004108], [774033004, 774034005, 79456009, 416912002, 17398003, 764169005, 40768004, 51872008, 17407001, 42677006]]	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[20946005, 125167005, 25899002, 427792002, 8530001000004108, 208322000, 269083002, 67730008, 307713000, 440366004], [705135007, 11307561000119101, 33118001, 705134006, 208150008, 704451004, 705121005, 11307201000119104, 269083002, 8530001000004108], [774033004, 774034005, 79456009, 416912002, 17398003, 764169005, 40768004, 51872008, 17407001, 42677006]]
carcinoma mucoepidermoide de glándula submaxilar (trastorno)	423424005	trastorno	0	0	[254465004, 423793008, 423708008, 254462001, 399533005, 255037004, 737310005, 425127006, 231833004, 423189008]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	254465004	3	1.0	[116676008, 116680003, 363698007]	254465004	[[116676008, -1], [116680003, 0], [363698007, 0]]	[[68453008, 32048006, 35917007, 51549004, 30924005, 2424003, 46720004, 69044001, 83612000, 112682009], [94077005, 372004005, 93962006, 94610000, 93943008, 94076001, 93964007, 371993008, 94474008, 94081005], [385296007, 54019009, 385294005, 196500001, 196485006, 367609005, 271614004, 709003000, 417994007, 45289007]]	[[116676008, -1], [116680003, 0], [363698007, 0]]	[[68453008, 32048006, 35917007, 51549004, 30924005, 2424003, 46720004, 69044001, 83612000, 112682009], [94077005, 372004005, 93962006, 94610000, 93943008, 94076001, 93964007, 371993008, 94474008, 94081005], [385296007, 54019009, 385294005, 196500001, 196485006, 367609005, 271614004, 709003000, 417994007, 45289007]]
síndrome de Brown-Sequard al nivel del sexto segmento cervical (trastorno)	721404006	trastorno	0	0	[721406008, 721405007, 721401003, 721402005, 721403000, 721399009, 721400002, 721487001, 721489003, 721490007]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	721406008	3	1.0	[116676008, 116680003, 363698007]	721406008	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[52988006, 125575006, 129739004, 129738007, 129742005, 708557009, 708484008, 129740002, 39347009, 416208004], [721398001, 721523001, 721481000, 721389004, 721380000, 721517006, 721371000, 721511007, 721468007, 721455004], [278759005, 278761001, 278760000, 278757007, 278758002, 278754000, 278755004, 278756003, 278749009, 278770003]]	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[52988006, 125575006, 129739004, 129738007, 129742005, 708557009, 708484008, 129740002, 39347009, 416208004], [721398001, 721523001, 721481000, 721389004, 721380000, 721517006, 721371000, 721511007, 721468007, 721455004], [278759005, 278761001, 278760000, 278757007, 278758002, 278754000, 278755004, 278756003, 278749009, 278770003]]
microsporidiosis asociada con síndrome de inmunodeficiencia adquirida (trastorno)	421020000	trastorno	0	0	[420818005, 420403001, 421312009, 421431004, 422337001, 422089004, 697965002, 420658009, 421597001, 421929001]	0	1.0	3	0.75	[116680003, 370135005, 47429007]	420818005	3	0.75	[116680003, 370135005, 47429007]	420818005	[[116680003, -1], [370135005, 0], [47429007, -1]]	[[187151009, 112605009, 4091009, 80977004, 247641007, 67739009, 67961005, 698236000, 284097000, 49484008], [441862004, 472964009, 272515006, 442614005, 716234001, 263680009, 609404002, 702640006, 415178003, 719982003], [62479008, 170530008, 276665006, 420302007, 421571007, 421431004, 422089004, 422136003, 420403001, 420818005]]	[[116680003, -1], [370135005, 0], [47429007, -1]]	[[187151009, 112605009, 4091009, 80977004, 247641007, 67739009, 67961005, 698236000, 284097000, 49484008], [441862004, 472964009, 272515006, 442614005, 716234001, 263680009, 609404002, 702640006, 415178003, 719982003], [62479008, 170530008, 276665006, 420302007, 421571007, 421431004, 422089004, 422136003, 420403001, 420818005]]
sutura de cavidad orbitaria (procedimiento)	172160004	procedimiento	0	0	[225681005, 711557005, 23084000, 762414004, 238295009, 172156002, 280541000, 231546002, 271946002, 364017006]	0	1.0	2	1.0	[116680003, 405813007]	225681005	2	1.0	[116680003, 405813007]	225681005	[[116680003, -1], [405813007, -1]]	[[371554009, 371553003, 446684002, 373355003, 371555005, 447034000, 388261008, 363654007, 14553004, 7433009], [363654007, 721896007, 721897003, 420455000, 446684002, 609523007, 414676007, 787146008, 787147004, 18112008]]	[[116680003, -1], [405813007, -1]]	[[371554009, 371553003, 446684002, 373355003, 371555005, 447034000, 388261008, 363654007, 14553004, 7433009], [363654007, 721896007, 721897003, 420455000, 446684002, 609523007, 414676007, 787146008, 787147004, 18112008]]
reemplazo de catéter biliar con guía fluoroscópica y contraste (procedimiento)	442939003	procedimiento	0	0	[431845006, 432018009, 711492000, 443243004, 433064009, 433030005, 387691000119107, 715914001, 395231000119103, 710132004]	0	1.0	5	0.8333	[116680003, 405814001, 260686004, 363699004, 363703001]	431845006	5	0.8333	[116680003, 405814001, 260686004, 363699004, 363703001]	431845006	[[116680003, 2], [405814001, -1], [260686004, 1], [363699004, -1], [363703001, 0]]	[[384728007, 468053001, 103713001, 240939007, 46706006, 240941008, 713554007, 441675001, 448439004, 129462001], [83488001, 34707002, 15120006, 90140006, 767196003, 271315005, 20800006, 3153003, 83142001, 87516006], [360150000, 282089006, 257747009, 713295009, 129386003, 65677008, 129325002, 129421007, 129333001, 257867005], [21503005, 14273008, 68280004, 241176003, 13518004, 11850007, 67255001, 56539001, 359866008, 315294004], [429892002, 773411001, 711333009, 715584001, 431798000, 431428009, 431726007, 433242006, 711183005, 443243004]]	[[116680003, 2], [405814001, -1], [260686004, 1], [363699004, -1], [363703001, 0]]	[[384728007, 468053001, 103713001, 240939007, 46706006, 240941008, 713554007, 441675001, 448439004, 129462001], [83488001, 34707002, 15120006, 90140006, 767196003, 271315005, 20800006, 3153003, 83142001, 87516006], [360150000, 282089006, 257747009, 713295009, 129386003, 65677008, 129325002, 129421007, 129333001, 257867005], [21503005, 14273008, 68280004, 241176003, 13518004, 11850007, 67255001, 56539001, 359866008, 315294004], [429892002, 773411001, 711333009, 715584001, 431798000, 431428009, 431726007, 433242006, 711183005, 443243004]]
