Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
síndrome de displasia frontofacionasal (trastorno)	716022002	trastorno	0	0	[715985008, 723556008, 715568002, 719299009, 773622005, 720757001, 38494008, 722478008, 31291009, 771335004]	0	1.0	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	715985008	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	715985008	[[116680003, 0], [116676008, 0], [246454002, 0], [363698007, 0], [370135005, 0]]	[[65094009, 23359005, 41443008, 82354003, 785303004, 431395004, 716089008, 717771007, 702413000, 773643006], [49755003, 116023004, 51083003, 124021000, 124049007, 74965008, 127353009, 41194006, 91431006, 124044002], [255399007, 62344005, 399960008, 698615007, 102283003, 363070008, 45798009, 109515000, 400083002, 399982001], [89545001, 29937006, 30628005, 26270005, 736851006, 69536005, 78976001, 66420006, 8617001, 406121007], [308490002, 308489006, 29458008, 415178003, 719982003, 441862004, 423167009, 716234001, 263680009, 278923009]]	[[116680003, 0], [116676008, 0], [246454002, 0], [363698007, 0], [370135005, 0]]	[[65094009, 23359005, 41443008, 82354003, 785303004, 431395004, 716089008, 717771007, 702413000, 773643006], [49755003, 116023004, 51083003, 124021000, 124049007, 74965008, 127353009, 41194006, 91431006, 124044002], [255399007, 62344005, 399960008, 698615007, 102283003, 363070008, 45798009, 109515000, 400083002, 399982001], [89545001, 29937006, 30628005, 26270005, 736851006, 69536005, 78976001, 66420006, 8617001, 406121007], [308490002, 308489006, 29458008, 415178003, 719982003, 441862004, 423167009, 716234001, 263680009, 278923009]]
timpanograma normal (hallazgo)	164758007	hallazgo	0	0	[164759004, 91573000, 168879007, 168886004, 168807005, 168934007, 300196000, 168500000, 169053007, 168605004]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	164759004	3	1.0	[363713009, 116680003, 363714003]	164759004	[[363713009, 0], [116680003, -1], [363714003, 0]]	[[17621005, 280413001, 77775007, 258744000, 300269008, 17511009, 123621006, 168879007, 86134005, 39841003], [442618008, 712875004, 443203009, 442297005, 442195006, 118196009, 127325009, 442727004, 442620006, 103694001], [91573000, 277404009, 278314004, 397862008, 398324004, 397760009, 300159009, 172736007, 866003005, 243155002]]	[[363713009, 0], [116680003, -1], [363714003, 0]]	[[17621005, 280413001, 77775007, 258744000, 300269008, 17511009, 123621006, 168879007, 86134005, 39841003], [442618008, 712875004, 443203009, 442297005, 442195006, 118196009, 127325009, 442727004, 442620006, 103694001], [91573000, 277404009, 278314004, 397862008, 398324004, 397760009, 300159009, 172736007, 866003005, 243155002]]
alergia a metocarbamol (hallazgo)	294236001	hallazgo	0	0	[293906009, 294235002, 293592007, 295077001, 293586001, 294392004, 294217006, 293889003, 293893009, 294456002]	0	1.0	3	1.0	[116680003, 719722006, 246075003]	293906009	3	1.0	[116680003, 719722006, 246075003]	293906009	[[116680003, 0], [719722006, 0], [246075003, 0]]	[[860901003, 294456002, 295095003, 294736002, 295096002, 830175004, 860777008, 294623005, 294099000, 294625003], [472964009, 609404002, 472963003, 415178003, 719982003, 441862004, 781474001, 769260004, 427640001, 702640006], [387486000, 387395007, 87599003, 387133006, 1190007, 48693008, 296495003, 20413008, 725710000, 400489006]]	[[116680003, 0], [719722006, 0], [246075003, 0]]	[[860901003, 294456002, 295095003, 294736002, 295096002, 830175004, 860777008, 294623005, 294099000, 294625003], [472964009, 609404002, 472963003, 415178003, 719982003, 441862004, 781474001, 769260004, 427640001, 702640006], [387486000, 387395007, 87599003, 387133006, 1190007, 48693008, 296495003, 20413008, 725710000, 400489006]]
duodenitis causada por Ancylostoma (trastorno)	840503000	trastorno	0	0	[733148009, 7386008, 840504006, 724526008, 860887000, 18849004, 866120006, 38725001, 74762003, 57744004]	0	1.0	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	733148009	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	733148009	[[116680003, -1], [116676008, 0], [246075003, 0], [363698007, 0], [370135005, -1]]	[[42045007, 385987000, 240218006, 128236002, 217315002, 160979005, 419307005, 11263005, 170932006, 128529002], [409774005, 409777003, 72724002, 723198002, 409776007, 409775006, 703938007, 123627005, 708039003, 110433005], [17113000, 86408009, 38193009, 26200006, 70205007, 66762000, 81559006, 609086009, 773614003, 609087000], [38848004, 788552000, 32849002, 110568007, 422987004, 9566001, 90895003, 57666000, 46686004, 360663005], [441862004, 415178003, 719982003, 308489006, 308490002, 29458008, 263680009, 423167009, 36272005, 472964009]]	[[116680003, -1], [116676008, 0], [246075003, 0], [363698007, 0], [370135005, -1]]	[[42045007, 385987000, 240218006, 128236002, 217315002, 160979005, 419307005, 11263005, 170932006, 128529002], [409774005, 409777003, 72724002, 723198002, 409776007, 409775006, 703938007, 123627005, 708039003, 110433005], [17113000, 86408009, 38193009, 26200006, 70205007, 66762000, 81559006, 609086009, 773614003, 609087000], [38848004, 788552000, 32849002, 110568007, 422987004, 9566001, 90895003, 57666000, 46686004, 360663005], [441862004, 415178003, 719982003, 308489006, 308490002, 29458008, 263680009, 423167009, 36272005, 472964009]]
producto que contiene exactamente sulfametoxazol 80 miligramos/1 mililitro y trimetoprima 16 miligramos/1 mililitro, suspensión de liberación convencional para administración oral (fármaco de uso clínico)	324362001	fármaco de uso clínico	0	0	[766575005, 353598001, 134576009, 784878006, 324737003, 374124006, 324709005, 785040004, 321535007, 417998005]	0	1.0	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	766575005	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	766575005	[[411116001, 0], [116680003, 0], [766952006, 2], [733724008, 0], [762949000, 0], [733725009, 0], [733722007, 0], [766939001, 0], [733723002, -1], [732943007, 0]]	[[385024007, 421366001, 385188006, 385171004, 385193009, 420736004, 422080000, 385071001, 422353003, 385027000], [780537006, 780180008, 780538001, 780101009, 779013001, 779737007, 779473001, 778890008, 779006001, 779054009], [732523008, 725128007, 19338005, 732502002, 261930009, 79605009, 129927000, 82809009, 260313008, 264706000], [732523008, 7319005, 732502002, 725128007, 65607009, 36987007, 82809009, 732550003, 68244004, 9362000], [363528007, 387179001, 51569009, 291664001, 121686006, 296774007, 870714005, 50848005, 105350000, 412052001], [258684004, 408169001, 414718005, 418670008, 258835005, 258797006, 396163008, 258796002, 258916009, 418967006], [258773002, 419346007, 418342002, 258862002, 259035002, 419805009, 417932008, 258952008, 258954009, 414737001], [787994008, 788020005, 788067009, 788077006, 788026004, 789691007, 773837006, 773872009, 773838001, 766941000], [725128007, 732523008, 130334009, 259062005, 353336004, 277752003, 264706000, 337548008, 261930009, 732915003], [387179001, 412052001, 363528007, 105350000, 870714005, 291664001, 717105006, 51569009, 296774007, 96078002]]	[[411116001, 0], [116680003, 0], [766952006, 2], [733724008, 0], [762949000, 0], [733725009, 0], [733722007, 0], [766939001, 0], [733723002, -1], [732943007, 0]]	[[385024007, 421366001, 385188006, 385171004, 385193009, 420736004, 422080000, 385071001, 422353003, 385027000], [780537006, 780180008, 780538001, 780101009, 779013001, 779737007, 779473001, 778890008, 779006001, 779054009], [732523008, 725128007, 19338005, 732502002, 261930009, 79605009, 129927000, 82809009, 260313008, 264706000], [732523008, 7319005, 732502002, 725128007, 65607009, 36987007, 82809009, 732550003, 68244004, 9362000], [363528007, 387179001, 51569009, 291664001, 121686006, 296774007, 870714005, 50848005, 105350000, 412052001], [258684004, 408169001, 414718005, 418670008, 258835005, 258797006, 396163008, 258796002, 258916009, 418967006], [258773002, 419346007, 418342002, 258862002, 259035002, 419805009, 417932008, 258952008, 258954009, 414737001], [787994008, 788020005, 788067009, 788077006, 788026004, 789691007, 773837006, 773872009, 773838001, 766941000], [725128007, 732523008, 130334009, 259062005, 353336004, 277752003, 264706000, 337548008, 261930009, 732915003], [387179001, 412052001, 363528007, 105350000, 870714005, 291664001, 717105006, 51569009, 296774007, 96078002]]
efecto tóxico causado por compuesto de arsénico trivalente (trastorno)	241770003	trastorno	0	0	[241771004, 241901005, 241903008, 241849000, 241876000, 767146004, 241795002, 241798000, 241877009, 38342005]	0	1.0	2	1.0	[116680003, 246075003]	241771004	2	1.0	[116680003, 246075003]	241771004	[[116680003, 0], [246075003, 2]]	[[767146004, 767299002, 767303007, 242381000, 242380004, 38342005, 709119005, 241771004, 72446009, 767163000], [311750000, 767147008, 23217006, 767145000, 72251000, 59318008, 767146004, 871783000, 2376003, 10466005]]	[[116680003, 0], [246075003, 2]]	[[767146004, 767299002, 767303007, 242381000, 242380004, 38342005, 709119005, 241771004, 72446009, 767163000], [311750000, 767147008, 23217006, 767145000, 72251000, 59318008, 767146004, 871783000, 2376003, 10466005]]
várices de las piernas en el embarazo y el puerperio con complicación prenatal (trastorno)	200208004	trastorno	0	0	[200209007, 200207009, 200206000, 200204002, 200253002, 200217004, 200216008, 200218009, 308133005, 200226001]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	200209007	3	1.0	[116676008, 116680003, 363698007]	200209007	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[12856003, 204482005, 446726006, 313254003, 231853000, 22341001, 18758001, 75221004, 446738002, 265855005], [200204002, 200206000, 308133005, 308134004, 200209007, 200207009, 200217004, 200215007, 200253002, 200216008], [122774002, 441739009, 122775001, 119556008, 119558009, 119555007, 400125009, 312363006, 405324001, 119557004]]	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[12856003, 204482005, 446726006, 313254003, 231853000, 22341001, 18758001, 75221004, 446738002, 265855005], [200204002, 200206000, 308133005, 308134004, 200209007, 200207009, 200217004, 200215007, 200253002, 200216008], [122774002, 441739009, 122775001, 119556008, 119558009, 119555007, 400125009, 312363006, 405324001, 119557004]]
neoplasia intraepitelial plana de alto grado de ampolla de Vater (trastorno)	838372009	trastorno	0	0	[838374005, 838318002, 734133009, 446711009, 734091005, 450893003, 818948002, 16688121000119106, 734135002, 22725004]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	838374005	3	1.0	[116676008, 116680003, 363698007]	838374005	[[116676008, 0], [116680003, 2], [363698007, 0]]	[[818948002, 450890000, 399637003, 769169008, 400049009, 450595003, 400002005, 276874005, 446711009, 20365006], [254609000, 399525009, 126858004, 127881005, 255175001, 78007008, 721719006, 119288004, 67109009, 119289007], [67109009, 399525009, 127881005, 254609000, 119288004, 119289007, 174602009, 78007008, 126858004, 191532000]]	[[116676008, 0], [116680003, 2], [363698007, 0]]	[[818948002, 450890000, 399637003, 769169008, 400049009, 450595003, 400002005, 276874005, 446711009, 20365006], [254609000, 399525009, 126858004, 127881005, 255175001, 78007008, 721719006, 119288004, 67109009, 119289007], [67109009, 399525009, 127881005, 254609000, 119288004, 119289007, 174602009, 78007008, 126858004, 191532000]]
dilatación cistoscópica de orificio ureteral (procedimiento)	176101004	procedimiento	0	0	[427636005, 236198005, 176075006, 60723004, 236200004, 176097008, 265562006, 425779004, 176098003, 236159000]	0	1.0	4	1.0	[425391005, 116680003, 260686004, 405813007]	427636005	4	1.0	[425391005, 116680003, 260686004, 405813007]	427636005	[[425391005, 2], [116680003, -1], [260686004, 0], [405813007, -1]]	[[705534004, 310802004, 20613002, 467206006, 386745004, 465588007, 302362005, 236189007, 176063001, 466733002], [176356008, 79181001, 190498008, 439957003, 176384003, 464900000, 236647003, 176191007, 30253003, 287743002], [129419002, 410817004, 129421007, 129328000, 129376004, 257885003, 288468001, 129441002, 129401006, 440647007], [279484002, 279451002, 279462002, 30391000, 279465000, 425046005, 119222001, 279467008, 16914711000119109, 52512007]]	[[425391005, 2], [116680003, -1], [260686004, 0], [405813007, -1]]	[[705534004, 310802004, 20613002, 467206006, 386745004, 465588007, 302362005, 236189007, 176063001, 466733002], [176356008, 79181001, 190498008, 439957003, 176384003, 464900000, 236647003, 176191007, 30253003, 287743002], [129419002, 410817004, 129421007, 129328000, 129376004, 257885003, 288468001, 129441002, 129401006, 440647007], [279484002, 279451002, 279462002, 30391000, 279465000, 425046005, 119222001, 279467008, 16914711000119109, 52512007]]
tejido celular subcutáneo de la región clavicular [como un todo] (estructura corporal)	368162002	estructura corporal	0	0	[368163007, 368669005, 311874007, 290704002, 368161009, 208074008, 368097003, 368676000, 368765008, 368073007]	0	1.0	2	1.0	[116680003, 272741003]	368163007	2	1.0	[116680003, 272741003]	368163007	[[116680003, 0], [272741003, 0]]	[[44314000, 90672005, 71791004, 81726005, 83713000, 35985007, 36340005, 113187007, 3876002, 62468003], [182353008, 264132003, 764647002, 764648007, 734208001, 734210004, 719488009, 720617006, 719490005, 720616002]]	[[116680003, 0], [272741003, 0]]	[[44314000, 90672005, 71791004, 81726005, 83713000, 35985007, 36340005, 113187007, 3876002, 62468003], [182353008, 264132003, 764647002, 764648007, 734208001, 734210004, 719488009, 720617006, 719490005, 720616002]]
costotransversectomía revisional de disco intervertebral dorsal (procedimiento)	178570002	procedimiento	0	0	[178553005, 178572005, 302481001, 448818001, 178538002, 273996005, 239542002, 273995009, 178532001, 178526006]	0	1.0	4	1.0	[405813007, 116680003, 260686004, 246513007]	178553005	4	1.0	[405813007, 116680003, 260686004, 246513007]	178553005	[[405813007, 0], [116680003, 1], [260686004, -1], [246513007, -1]]	[[5261000, 23526008, 68818006, 360499006, 21238006, 240216005, 118485008, 68675004, 239541009, 239542002], [302481001, 273996005, 448818001, 178572005, 273995009, 239542002, 239541009, 10998411000119102, 449002000, 448870000], [129304002, 410757006, 442837002, 129308004, 360028004, 129345005, 261519002, 129293002, 129305001, 410756002], [257556004, 178631003, 35176008, 442058009, 29940006, 178571003, 24878005, 178610001, 173704005, 274075007]]	[[405813007, 0], [116680003, 1], [260686004, -1], [246513007, -1]]	[[5261000, 23526008, 68818006, 360499006, 21238006, 240216005, 118485008, 68675004, 239541009, 239542002], [302481001, 273996005, 448818001, 178572005, 273995009, 239542002, 239541009, 10998411000119102, 449002000, 448870000], [129304002, 410757006, 442837002, 129308004, 360028004, 129345005, 261519002, 129293002, 129305001, 410756002], [257556004, 178631003, 35176008, 442058009, 29940006, 178571003, 24878005, 178610001, 173704005, 274075007]]
evaluación con la Escala A2 de Rutter (procedimiento)	715416006	procedimiento	0	0	[715370007, 715160000, 715373009, 709864005, 718707009, 716167006, 717270009, 716803005, 445787009, 718709007]	0	1.0	2	1.0	[116680003, 260686004]	715370007	2	1.0	[116680003, 260686004]	715370007	[[116680003, 0], [260686004, 0]]	[[716591005, 718294006, 716702006, 273774005, 865934004, 836484004, 836483005, 718416007, 715326003, 718344007], [129265001, 410460000, 277763000, 257878002, 129276002, 129449000, 129266000, 129301005, 129278001, 360152008]]	[[116680003, 0], [260686004, 0]]	[[716591005, 718294006, 716702006, 273774005, 865934004, 836484004, 836483005, 718416007, 715326003, 718344007], [129265001, 410460000, 277763000, 257878002, 129276002, 129449000, 129266000, 129301005, 129278001, 360152008]]
antecedente de remoción de dispositivo de registro cardíaco implantable (situación)	10996231000119107	situación	0	0	[11007311000119105, 10996051000119109, 11007271000119105, 725869001, 11007231000119107, 10996311000119105, 175140001, 711506006, 62881002, 233187001]	0	1.0	5	1.0	[116680003, 408732007, 363589002, 408730004, 408731000]	11007311000119105	5	1.0	[116680003, 408732007, 363589002, 408730004, 408731000]	11007311000119105	[[116680003, 1], [408732007, 1], [363589002, -1], [408730004, -1], [408731000, 0]]	[[308561006, 416940007, 430722000, 433442009, 297249002, 698458000, 608848006, 310410007, 10996051000119109, 11007311000119105], [57646009, 410604004, 307827002, 419358007, 408583009, 307776004, 444018008, 34241009, 310458003, 416779005], [128409001, 38904005, 4411002, 128410006, 6384001, 111742006, 68526006, 108231004, 11007311000119105, 19798005], [408406000, 57646009, 408403008, 407581009, 398224002, 310458003, 410604004, 308561006, 439473004, 184225006], [410513005, 417662000, 443508001, 410195009, 408405001, 408406000, 407581009, 408403008, 307894002, 714976003]]	[[116680003, 1], [408732007, 1], [363589002, -1], [408730004, -1], [408731000, 0]]	[[308561006, 416940007, 430722000, 433442009, 297249002, 698458000, 608848006, 310410007, 10996051000119109, 11007311000119105], [57646009, 410604004, 307827002, 419358007, 408583009, 307776004, 444018008, 34241009, 310458003, 416779005], [128409001, 38904005, 4411002, 128410006, 6384001, 111742006, 68526006, 108231004, 11007311000119105, 19798005], [408406000, 57646009, 408403008, 407581009, 398224002, 310458003, 410604004, 308561006, 439473004, 184225006], [410513005, 417662000, 443508001, 410195009, 408405001, 408406000, 407581009, 408403008, 307894002, 714976003]]
taquicardia supraventricular paroxística no sostenida (trastorno)	5761000119100	trastorno	0	0	[21421000119109, 67198005, 285731000119101, 444658006, 66657009, 12026006, 429046004, 195072008, 195069001, 425856008]	0	1.0	5	1.0	[116680003, 363713009, 363714003, 263502005, 363698007]	21421000119109	5	1.0	[116680003, 363713009, 363714003, 263502005, 363698007]	21421000119109	[[116680003, 0], [363713009, 0], [363714003, 0], [263502005, 0], [363698007, -1]]	[[67198005, 12026006, 66657009, 195072008, 285731000119101, 6456007, 195070000, 195069001, 425856008, 164891006], [35105006, 1250004, 260367002, 15454001, 89776009, 124050007, 262286000, 20408009, 23085004, 131111000], [364075005, 249043002, 76863003, 421656001, 289444003, 289439005, 251670001, 427565006, 421348006, 289441006], [424124008, 425323003, 424572001, 263691002, 762636008, 359535008, 448058003, 299959004, 228864003, 248263006], [277943000, 277941003, 251099007, 251100004, 251113005, 26365000, 251112000, 251125008, 725145002, 9077000]]	[[116680003, 0], [363713009, 0], [363714003, 0], [263502005, 0], [363698007, -1]]	[[67198005, 12026006, 66657009, 195072008, 285731000119101, 6456007, 195070000, 195069001, 425856008, 164891006], [35105006, 1250004, 260367002, 15454001, 89776009, 124050007, 262286000, 20408009, 23085004, 131111000], [364075005, 249043002, 76863003, 421656001, 289444003, 289439005, 251670001, 427565006, 421348006, 289441006], [424124008, 425323003, 424572001, 263691002, 762636008, 359535008, 448058003, 299959004, 228864003, 248263006], [277943000, 277941003, 251099007, 251100004, 251113005, 26365000, 251112000, 251125008, 725145002, 9077000]]
producto que contiene exactamente hidrocortisona 10 miligramos/1 gramo y urea 100 miligramos/1 gramo, crema de liberación convencional para aplicación cutánea (fármaco de uso clínico)	331722005	fármaco de uso clínico	0	0	[331720002, 331746003, 331533006, 331736000, 331522008, 331743006, 331745004, 346992009, 331742001, 331627009]	0	1.0	9	1.0	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	331720002	9	1.0	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	331720002	[[411116001, 0], [116680003, 0], [766952006, -1], [733724008, 3], [733725009, 1], [733722007, 1], [762949000, 0], [733723002, -1], [732943007, 0]]	[[421628006, 785908001, 385103000, 422201009, 385119007, 762065001, 420901005, 421949005, 385182007, 385108009], [779489003, 779663007, 779488006, 778881001, 779486005, 786185005, 786226002, 779485009, 778820002, 778796009], [732485000, 387092000, 395918001, 395919009, 312265002, 408652004, 263678003, 255338002, 255867009, 27421000], [387092000, 395918001, 395919009, 3445001, 412053006, 408166008, 258894007, 261931008, 732896002, 105010007], [408169001, 258684004, 418830004, 419355005, 258916009, 258927006, 258835005, 396163008, 414718005, 228923007], [414747003, 258682000, 258827007, 258927006, 387092000, 395918001, 395919009, 415784009, 415102003, 258829005], [387092000, 395918001, 395919009, 255867009, 105010007, 412053006, 22551004, 25946007, 166317001, 311728001], [387092000, 395918001, 395919009, 27421000, 255867009, 250728008, 102828003, 236560001, 105010007, 732485000], [387092000, 395918001, 395919009, 255867009, 22551004, 412053006, 25946007, 38496005, 22691005, 311728001]]	[[411116001, 0], [116680003, 0], [766952006, -1], [733724008, 3], [733725009, 1], [733722007, 1], [762949000, 0], [733723002, -1], [732943007, 0]]	[[421628006, 785908001, 385103000, 422201009, 385119007, 762065001, 420901005, 421949005, 385182007, 385108009], [779489003, 779663007, 779488006, 778881001, 779486005, 786185005, 786226002, 779485009, 778820002, 778796009], [732485000, 387092000, 395918001, 395919009, 312265002, 408652004, 263678003, 255338002, 255867009, 27421000], [387092000, 395918001, 395919009, 3445001, 412053006, 408166008, 258894007, 261931008, 732896002, 105010007], [408169001, 258684004, 418830004, 419355005, 258916009, 258927006, 258835005, 396163008, 414718005, 228923007], [414747003, 258682000, 258827007, 258927006, 387092000, 395918001, 395919009, 415784009, 415102003, 258829005], [387092000, 395918001, 395919009, 255867009, 105010007, 412053006, 22551004, 25946007, 166317001, 311728001], [387092000, 395918001, 395919009, 27421000, 255867009, 250728008, 102828003, 236560001, 105010007, 732485000], [387092000, 395918001, 395919009, 255867009, 22551004, 412053006, 25946007, 38496005, 22691005, 311728001]]
quemadura química de saco conjuntival izquierdo (trastorno)	12081251000119109	trastorno	0	0	[12081291000119104, 12081691000119102, 12081651000119107, 446856005, 12114081000119101, 12115361000119108, 447095001, 698780001, 446234004, 12081451000119105]	0	1.0	4	1.0	[116676008, 116680003, 42752001, 363698007]	12081291000119104	4	1.0	[116676008, 116680003, 42752001, 363698007]	12081291000119104	[[116676008, 0], [116680003, 0], [42752001, 0], [363698007, 0]]	[[26696002, 12944000, 75120009, 211659009, 218147003, 211661000, 211662007, 38916004, 63542002, 403582001], [12081651000119107, 12081691000119102, 12081291000119104, 12081491000119100, 12081531000119100, 788772007, 788765006, 698780001, 446856005, 12081931000119106], [274926008, 735469001, 219122005, 269720009, 274927004, 218147003, 242490006, 242529001, 445717001, 242532003], [788765006, 788772007, 67548002, 13014005, 787474006, 723298005, 723299002, 10737006, 12081651000119107, 341421000119108]]	[[116676008, 0], [116680003, 0], [42752001, 0], [363698007, 0]]	[[26696002, 12944000, 75120009, 211659009, 218147003, 211661000, 211662007, 38916004, 63542002, 403582001], [12081651000119107, 12081691000119102, 12081291000119104, 12081491000119100, 12081531000119100, 788772007, 788765006, 698780001, 446856005, 12081931000119106], [274926008, 735469001, 219122005, 269720009, 274927004, 218147003, 242490006, 242529001, 445717001, 242532003], [788765006, 788772007, 67548002, 13014005, 787474006, 723298005, 723299002, 10737006, 12081651000119107, 341421000119108]]
miopatía con hipotrofia tipo I (trastorno)	240083001	trastorno	0	0	[15080006, 50954005, 774148007, 240082006, 770558006, 726107008, 703526007, 778009001, 128212001, 12540003]	0	1.0	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	15080006	5	1.0	[116680003, 116676008, 246454002, 363698007, 370135005]	15080006	[[116680003, -1], [116676008, -1], [246454002, 0], [363698007, 0], [370135005, 0]]	[[87844004, 16851005, 43226001, 75072002, 724174003, 26111005, 57958006, 445187004, 82077006, 699269005], [29491004, 53602002, 263802001, 373563003, 734667000, 248205002, 87486003, 246530009, 420746002, 766966001], [255399007, 32361000119104, 254154003, 231250005, 397894003, 51634001, 190268003, 102283003, 205097005, 204118005], [127954009, 53269004, 75220003, 77908003, 306801009, 700047002, 39822001, 79368004, 71249002, 41123005], [308490002, 308489006, 29458008, 415178003, 719982003, 441862004, 442614005, 423167009, 247642000, 716234001]]	[[116680003, -1], [116676008, -1], [246454002, 0], [363698007, 0], [370135005, 0]]	[[87844004, 16851005, 43226001, 75072002, 724174003, 26111005, 57958006, 445187004, 82077006, 699269005], [29491004, 53602002, 263802001, 373563003, 734667000, 248205002, 87486003, 246530009, 420746002, 766966001], [255399007, 32361000119104, 254154003, 231250005, 397894003, 51634001, 190268003, 102283003, 205097005, 204118005], [127954009, 53269004, 75220003, 77908003, 306801009, 700047002, 39822001, 79368004, 71249002, 41123005], [308490002, 308489006, 29458008, 415178003, 719982003, 441862004, 442614005, 423167009, 247642000, 716234001]]
astilla de madera debajo de la uña del pulgar (trastorno)	283296006	trastorno	0	0	[283320008, 283295005, 283293003, 283315008, 283294009, 283318005, 283314007, 283290000, 283291001, 283289009]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	283320008	3	1.0	[116676008, 116680003, 363698007]	283320008	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[429085006, 426912003, 443678007, 85270008, 281001008, 283299004, 283189002, 420537006, 283301006, 283281007], [17790008, 402775007, 237812002, 33084007, 66936004, 788906001, 310202009, 191772006, 33449004, 277905003], [181590007, 764800009, 244200000, 181588006, 181586005, 56820002, 181600006, 181599008, 244199003, 789293004]]	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[429085006, 426912003, 443678007, 85270008, 281001008, 283299004, 283189002, 420537006, 283301006, 283281007], [17790008, 402775007, 237812002, 33084007, 66936004, 788906001, 310202009, 191772006, 33449004, 277905003], [181590007, 764800009, 244200000, 181588006, 181586005, 56820002, 181600006, 181599008, 244199003, 789293004]]
estudio de perfusión pulmonar con criptón 81m (procedimiento)	241295001	procedimiento	0	0	[11971003, 50788008, 66088009, 80308001, 22089003, 37859006, 67361001, 31962004, 64682006, 764864002]	0	1.0	4	1.0	[116680003, 260686004, 424361007, 405813007]	11971003	4	1.0	[116680003, 260686004, 424361007, 405813007]	11971003	[[116680003, 0], [260686004, 0], [424361007, 1], [405813007, -1]]	[[66088009, 31962004, 64682006, 37859006, 70115007, 75766009, 57113004, 74219000, 252432008, 440686006], [312421008, 129264002, 129298006, 302199004, 278110001, 360037004, 281615006, 129304002, 278292003, 129433002], [75874000, 61716009, 18754004, 68117004, 18247009, 90841008, 28027007, 81324005, 111071000, 1540001], [281158006, 3711007, 42586008, 408728001, 871846005, 871849003, 770910009, 204490005, 110747008, 123846009]]	[[116680003, 0], [260686004, 0], [424361007, 1], [405813007, -1]]	[[66088009, 31962004, 64682006, 37859006, 70115007, 75766009, 57113004, 74219000, 252432008, 440686006], [312421008, 129264002, 129298006, 302199004, 278110001, 360037004, 281615006, 129304002, 278292003, 129433002], [75874000, 61716009, 18754004, 68117004, 18247009, 90841008, 28027007, 81324005, 111071000, 1540001], [281158006, 3711007, 42586008, 408728001, 871846005, 871849003, 770910009, 204490005, 110747008, 123846009]]
fabricación de equipo ergonómico (procedimiento)	311781009	procedimiento	7	7	[768821004, 700751006, 159053009, 410380000, 463093001, 465268009, 468880007, 386471001, 65206009, 73209000]	0	1.0	1	1.0	[116680003]	768821004	2	0.6667	[405815000, 116680003]	386471001	[[116680003, -1]]	[[768820003, 711626004, 437951006, 439236000, 312637008, 422875005, 372067001, 386471001, 385974006, 305612001]]	[[405815000, -1], [116680003, 2]]	[[705187006, 705192008, 440161001, 272272000, 463459006, 464100001, 53535004, 385602006, 40519001, 16349000], [363108004, 389084004, 225299006, 405651005, 444908001, 440626008, 364733000, 397596005, 365870005, 365953001]]
síndrome de Gemignani (trastorno)	782690007	trastorno	0	0	[284184004, 230325003, 724207001, 48982009, 715441004, 35520007, 4523006, 239023005, 278098005, 50581000]	0	1.0	1	0.3333	[116680003]	284184004	1	0.3333	[116680003]	284184004	[[116680003, -1]]	[[77377001, 32266007, 398067003, 113814008, 113809009, 240673004, 113813002, 444742002, 113816005, 113815009]]	[[116680003, -1]]	[[77377001, 32266007, 398067003, 113814008, 113809009, 240673004, 113813002, 444742002, 113816005, 113815009]]
aplicación terapéutica de un dispositivo vasoneumático (procedimiento)	85825007	procedimiento	1	1	[13036008, 360030002, 90354008, 463196006, 111739000, 443448006, 223491008, 14490000, 128407004, 43520008]	0	1.0	1	0.5	[116680003]	13036008	2	0.6667	[116680003, 260686004]	360030002	[[116680003, -1]]	[[360030002, 443448006, 266694003, 111739000, 80013005, 90354008, 79710002, 189864004, 239643000, 74082008]]	[[116680003, -1], [260686004, 0]]	[[363691001, 309637002, 362961001, 127789004, 128927009, 309638007, 225299006, 243798005, 363076002, 43520008], [129425003, 360154009, 129424004, 266694003, 386746003, 179271009, 189864004, 225132009, 443448006, 129410003]]
