Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
raíz de nervio raquídeo de la primera vértebra cervical [como un todo] (estructura corporal)	727522003	estructura corporal	0	0	[727523008, 727524002, 727542007, 727525001, 727526000, 727530002, 727543002, 727544008, 727528004, 727527009]	0	1.0	2	1.0	[116680003, 272741003]	727523008	2	1.0	[116680003, 272741003]	727523008	[[116680003, 0], [272741003, 0]]	[[180969002, 180970001, 180971002, 180989001, 180973004, 180972009, 180977003, 180990005, 180991009, 180975006], [182353008, 437882009, 709880000, 384727002, 24614000, 36169008, 39509000, 64214009, 36368009, 255487004]]	[[116680003, 0], [272741003, 0]]	[[180969002, 180970001, 180971002, 180989001, 180973004, 180972009, 180977003, 180990005, 180991009, 180975006], [182353008, 437882009, 709880000, 384727002, 24614000, 36169008, 39509000, 64214009, 36368009, 255487004]]
sífilis renal tardía (trastorno)	197757004	trastorno	0	0	[72083004, 59530001, 66887000, 186903006, 402947001, 788998009, 788975001, 82323002, 197347003, 827006]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	72083004	3	1.0	[116680003, 370135005, 246075003]	72083004	[[116680003, 0], [370135005, 0], [246075003, 0]]	[[59530001, 232313005, 278481001, 37430004, 76272004, 86028001, 235898000, 8555001, 80770009, 197347003], [441862004, 702640006, 272515006, 415178003, 719982003, 702639009, 609404002, 442614005, 263680009, 308489006], [72904005, 82402007, 12829000, 10752004, 85872007, 439883009, 29741004, 85586002, 440317001, 86358003]]	[[116680003, 0], [370135005, 0], [246075003, 0]]	[[59530001, 232313005, 278481001, 37430004, 76272004, 86028001, 235898000, 8555001, 80770009, 197347003], [441862004, 702640006, 272515006, 415178003, 719982003, 702639009, 609404002, 442614005, 263680009, 308489006], [72904005, 82402007, 12829000, 10752004, 85872007, 439883009, 29741004, 85586002, 440317001, 86358003]]
trastorno de la formación articular (trastorno)	40661001	trastorno	0	0	[90068007, 80598009, 429052003, 429632003, 785875003, 266607004, 128416000, 240266004, 428107009, 27958008]	0	1.0	2	1.0	[116680003, 363698007]	90068007	2	1.0	[116680003, 363698007]	90068007	[[116680003, -1], [363698007, -1]]	[[27958008, 53417006, 239718003, 785875003, 240266004, 254062008, 31297008, 127324008, 417672002, 123976001], [305030009, 312559003, 305031008, 305032001, 27958008, 298190007, 372205003, 298209007, 298197005, 298216008]]	[[116680003, -1], [363698007, -1]]	[[27958008, 53417006, 239718003, 785875003, 240266004, 254062008, 31297008, 127324008, 417672002, 123976001], [305030009, 312559003, 305031008, 305032001, 27958008, 298190007, 372205003, 298209007, 298197005, 298216008]]
drenaje de absceso de úvula (procedimiento)	112848000	procedimiento	0	0	[9747004, 314590000, 392233007, 232538001, 238267009, 235335007, 176388000, 177032006, 446404006, 174391002]	0	1.0	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	9747004	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	9747004	[[116680003, 0], [363709002, 0], [405814001, -1], [363701004, 0], [260686004, 0]]	[[771330009, 56486004, 118788009, 18224008, 118853001, 118918007, 74943008, 84339005, 118698009, 118693000], [44132006, 128477000, 37771006, 84233008, 235994004, 197177004, 109631003, 63064000, 445323009, 237437004], [72914001, 75573002, 55940004, 15058008, 1721005, 73061009, 54066008, 109800008, 23528009, 109802000], [105590001, 417176000, 89227002, 301054007, 45986006, 56552006, 440551000124102, 762766007, 312438007, 418149003], [129289008, 416677001, 303996000, 129399000, 129316008, 129301005, 298053008, 129423005, 129287005, 288468001]]	[[116680003, 0], [363709002, 0], [405814001, -1], [363701004, 0], [260686004, 0]]	[[771330009, 56486004, 118788009, 18224008, 118853001, 118918007, 74943008, 84339005, 118698009, 118693000], [44132006, 128477000, 37771006, 84233008, 235994004, 197177004, 109631003, 63064000, 445323009, 237437004], [72914001, 75573002, 55940004, 15058008, 1721005, 73061009, 54066008, 109800008, 23528009, 109802000], [105590001, 417176000, 89227002, 301054007, 45986006, 56552006, 440551000124102, 762766007, 312438007, 418149003], [129289008, 416677001, 303996000, 129399000, 129316008, 129301005, 298053008, 129423005, 129287005, 288468001]]
ataxia cerebelosa progresiva ligada al cromosoma X (trastorno)	827172005	trastorno	0	0	[766818009, 719817002, 719816006, 719818007, 724775006, 698279003, 128430005, 708536001, 263934009, 717041008]	0	1.0	3	0.75	[116680003, 263502005, 363698007]	766818009	3	0.75	[116680003, 263502005, 363698007]	766818009	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[763597000, 439006004, 11376001, 238855000, 95841006, 95845002, 9434008, 724351008, 254216006, 20262006], [255314001, 702322003, 197689003, 403975006, 230401007, 41009006, 193881001, 77039003, 197697005, 197695002], [113305005, 74073002, 24238007, 38608005, 38335005, 85102008, 95646004, 25991003, 127304009, 10974004]]	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[763597000, 439006004, 11376001, 238855000, 95841006, 95845002, 9434008, 724351008, 254216006, 20262006], [255314001, 702322003, 197689003, 403975006, 230401007, 41009006, 193881001, 77039003, 197697005, 197695002], [113305005, 74073002, 24238007, 38608005, 38335005, 85102008, 95646004, 25991003, 127304009, 10974004]]
aortitis reumatoidea (trastorno)	38877003	trastorno	0	0	[129563009, 28880005, 239792003, 54867000, 195136004, 70933002, 402430005, 7607008, 86219005, 239943002]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	129563009	3	1.0	[116676008, 116680003, 363698007]	129563009	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 281371002, 417373000, 50540008, 127582006], [41910004, 203245006, 54389007, 27648007, 240682005, 69595007, 707145005, 82126001, 78996009, 27684000], [33840008, 101351000119105, 698013004, 280547001, 179261007, 34438002, 54334009, 396220004, 47329006, 462331001]]	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 281371002, 417373000, 50540008, 127582006], [41910004, 203245006, 54389007, 27648007, 240682005, 69595007, 707145005, 82126001, 78996009, 27684000], [33840008, 101351000119105, 698013004, 280547001, 179261007, 34438002, 54334009, 396220004, 47329006, 462331001]]
deformidad de la articulación del pie (hallazgo)	299484005	hallazgo	0	0	[299136009, 298874005, 299418001, 299581004, 240254005, 298945002, 240244006, 299634006, 298199008, 299514001]	0	1.0	2	0.6667	[116680003, 363698007]	299136009	2	0.6667	[116680003, 363698007]	299136009	[[116680003, -1], [363698007, 9]]	[[299131004, 299576008, 298869002, 116316008, 366622008, 299472008, 299467004, 289193001, 298940007, 116315007], [786075006, 721133004, 721132009, 312816002, 787008004, 786850008, 788395000, 788394001, 125684003, 26552008]]	[[116680003, -1], [363698007, 9]]	[[299131004, 299576008, 298869002, 116316008, 366622008, 299472008, 299467004, 289193001, 298940007, 116315007], [786075006, 721133004, 721132009, 312816002, 787008004, 786850008, 788395000, 788394001, 125684003, 26552008]]
foliculitis pustulosa eosinofílica neonatal (trastorno)	403845000	trastorno	0	0	[95333004, 53651004, 788935009, 26988005, 3533007, 75096007, 404174000, 402958005, 53593008, 403530003]	0	1.0	4	1.0	[116676008, 116680003, 370135005, 363698007]	95333004	4	1.0	[116676008, 116680003, 370135005, 363698007]	95333004	[[116676008, 0], [116680003, -1], [370135005, 0], [363698007, 0]]	[[16759001, 125334003, 77207002, 1454006, 84499006, 123632006, 724500003, 49100009, 37585003, 54727009], [267812007, 200706004, 416069001, 41495000, 238633006, 404174000, 303294005, 403347003, 721268005, 402797009], [441862004, 702640006, 272515006, 403844001, 415178003, 719982003, 263680009, 609404002, 702639009, 442614005], [67290009, 59002009, 238741003, 788184000, 788203000, 66840007, 788227003, 771985001, 788210006, 788216000]]	[[116676008, 0], [116680003, -1], [370135005, 0], [363698007, 0]]	[[16759001, 125334003, 77207002, 1454006, 84499006, 123632006, 724500003, 49100009, 37585003, 54727009], [267812007, 200706004, 416069001, 41495000, 238633006, 404174000, 303294005, 403347003, 721268005, 402797009], [441862004, 702640006, 272515006, 403844001, 415178003, 719982003, 263680009, 609404002, 702639009, 442614005], [67290009, 59002009, 238741003, 788184000, 788203000, 66840007, 788227003, 771985001, 788210006, 788216000]]
satisfactorio para evaluación pero limitado por artificio de secado con aire que enmascara parcialmente el resultado (hallazgo)	125158005	hallazgo	0	0	[123831002, 123835006, 123834005, 123832009, 123833004, 123836007, 125157000, 123837003, 448485001, 125153001]	0	1.0	2	1.0	[116680003, 363714003]	123831002	2	1.0	[116680003, 363714003]	123831002	[[116680003, -1], [363714003, -1]]	[[119336008, 446302006, 764929005, 448140007, 63038006, 712743008, 125162004, 468185000, 702232008, 444603008], [424134004, 273495001, 277336003, 311475000, 1139006, 252841009, 252865007, 42431005, 273875004, 241429001]]	[[116680003, -1], [363714003, -1]]	[[119336008, 446302006, 764929005, 448140007, 63038006, 712743008, 125162004, 468185000, 702232008, 444603008], [424134004, 273495001, 277336003, 311475000, 1139006, 252841009, 252865007, 42431005, 273875004, 241429001]]
producto que contiene exactamente fosfato de clindamicina 10 miligramos/1 mililitro, loción cutánea de liberación convencional (fármaco de uso clínico)	374114003	fármaco de uso clínico	0	0	[376851005, 784841008, 377041004, 376597003, 375446003, 784842001, 784804007, 371669000, 330924007, 371647007]	0	1.0	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	376851005	10	1.0	[411116001, 116680003, 766952006, 733724008, 762949000, 733725009, 733722007, 766939001, 733723002, 732943007]	376851005	[[411116001, 0], [116680003, 0], [766952006, 3], [733724008, 1], [762949000, 0], [733725009, 0], [733722007, 1], [766939001, 0], [733723002, 3], [732943007, 0]]	[[762065001, 385108009, 385102005, 785908001, 421628006, 385110006, 422201009, 385130005, 385103000, 421949005], [778791004, 778232009, 780688000, 780526005, 778518008, 780569002, 778749001, 779434001, 780357009, 778882008], [262052000, 261768000, 262049008, 38112003, 708708008, 697940004, 697941000, 264614004, 739000003, 96002002], [261931008, 3445001, 371890005, 707027008, 278494004, 261758005, 739000003, 421790002, 369785000, 117705007], [37648000, 96032005, 96021005, 703111004, 96024002, 387061002, 763289006, 116113006, 126084009, 863942001], [258684004, 408169001, 414718005, 418670008, 739000003, 258797006, 332381001, 374403007, 332248004, 766277003], [739000003, 258773002, 419346007, 419805009, 226801004, 226802006, 258806002, 785156006, 415768008, 332385005], [787994008, 788020005, 788026004, 773880002, 788025000, 787992007, 773837006, 787981006, 789691007, 773833005], [262052000, 261768000, 262049008, 38112003, 708708008, 697940004, 697941000, 264614004, 739000003, 96002002], [37648000, 96032005, 96021005, 703111004, 96024002, 387061002, 763289006, 116113006, 126084009, 863942001]]	[[411116001, 0], [116680003, 0], [766952006, 3], [733724008, 1], [762949000, 0], [733725009, 0], [733722007, 1], [766939001, 0], [733723002, 3], [732943007, 0]]	[[762065001, 385108009, 385102005, 785908001, 421628006, 385110006, 422201009, 385130005, 385103000, 421949005], [778791004, 778232009, 780688000, 780526005, 778518008, 780569002, 778749001, 779434001, 780357009, 778882008], [262052000, 261768000, 262049008, 38112003, 708708008, 697940004, 697941000, 264614004, 739000003, 96002002], [261931008, 3445001, 371890005, 707027008, 278494004, 261758005, 739000003, 421790002, 369785000, 117705007], [37648000, 96032005, 96021005, 703111004, 96024002, 387061002, 763289006, 116113006, 126084009, 863942001], [258684004, 408169001, 414718005, 418670008, 739000003, 258797006, 332381001, 374403007, 332248004, 766277003], [739000003, 258773002, 419346007, 419805009, 226801004, 226802006, 258806002, 785156006, 415768008, 332385005], [787994008, 788020005, 788026004, 773880002, 788025000, 787992007, 773837006, 787981006, 789691007, 773833005], [262052000, 261768000, 262049008, 38112003, 708708008, 697940004, 697941000, 264614004, 739000003, 96002002], [37648000, 96032005, 96021005, 703111004, 96024002, 387061002, 763289006, 116113006, 126084009, 863942001]]
alizarina 2 - beta - glucosiltransferasa (sustancia)	78369003	sustancia	0	0	[130023001, 88525002, 62483008, 41528008, 73606003, 66538007, 115469004, 130376001, 130377005, 37264002]	0	1.0	2	1.0	[116680003, 726542003]	130023001	2	1.0	[116680003, 726542003]	130023001	[[116680003, -1], [726542003, -1]]	[[68101005, 784019007, 771370002, 1672007, 21533003, 44121006, 26160000, 129922006, 74628008, 771387000], [736199008, 784018004, 130121002, 130007001, 130586004, 61643008, 3610002, 82412000, 130160000, 736208004]]	[[116680003, -1], [726542003, -1]]	[[68101005, 784019007, 771370002, 1672007, 21533003, 44121006, 26160000, 129922006, 74628008, 771387000], [736199008, 784018004, 130121002, 130007001, 130586004, 61643008, 3610002, 82412000, 130160000, 736208004]]
descompresión de ano imperforado (procedimiento)	81005001	procedimiento	0	0	[287991005, 204731006, 265432003, 197216007, 86888002, 174349004, 13173008, 204716002, 385341003, 119894003]	0	1.0	4	0.8	[363700003, 116680003, 260686004, 405813007]	287991005	4	0.8	[363700003, 116680003, 260686004, 405813007]	287991005	[[363700003, -1], [116680003, -1], [260686004, 1], [405813007, 0]]	[[56457002, 204508009, 367468008, 424128006, 28828001, 31570000, 7438000, 91375006, 204712000, 50513008], [235370009, 717940006, 396558004, 428613004, 92998007, 239624000, 86993003, 762402007, 180102009, 128274005], [281613004, 410756002, 410758001, 410759009, 360060007, 281698007, 257935006, 367558000, 298053008, 277763000], [53505006, 66532008, 367605004, 34381000, 78293005, 69656004, 81939000, 61902006, 79648003, 111362001]]	[[363700003, -1], [116680003, -1], [260686004, 1], [405813007, 0]]	[[56457002, 204508009, 367468008, 424128006, 28828001, 31570000, 7438000, 91375006, 204712000, 50513008], [235370009, 717940006, 396558004, 428613004, 92998007, 239624000, 86993003, 762402007, 180102009, 128274005], [281613004, 410756002, 410758001, 410759009, 360060007, 281698007, 257935006, 367558000, 298053008, 277763000], [53505006, 66532008, 367605004, 34381000, 78293005, 69656004, 81939000, 61902006, 79648003, 111362001]]
aciduria malónica y metilmalónica combinada (trastorno)	702365002	trastorno	0	1	[80887004, 47516005, 721225009, 24975009, 10564005, 35691006, 720951008, 763623001, 234547005, 47641009]	0	1.0	1	1.0	[116680003]	80887004	1	0.2	[116680003]	47516005	[[116680003, -1]]	[[4409006, 69614003, 63127008, 43449002, 230676009, 234475005, 17885001, 721095007, 234581004, 719454003]]	[[116680003, 1]]	[[21806007, 361203007, 22684007, 718558008, 47641009, 28987007, 42393006, 721225009, 69080001, 16242007]]
examen de conducción de vehículos de transporte pesado para autoridades locales (procedimiento)	184934008	procedimiento	0	0	[184933002, 184935009, 270374008, 171349003, 308994000, 184937001, 184936005, 308347002, 184930004, 184929009]	0	1.0	3	1.0	[116680003, 260686004, 363704007]	184933002	3	1.0	[116680003, 260686004, 363704007]	184933002	[[116680003, 0], [260686004, 0], [363704007, 0]]	[[171348006, 308993006, 159964009, 308345005, 81045005, 72004008, 47940008, 266045004, 308994000, 770003], [129431000, 257791009, 308169002, 129280007, 360315000, 360025001, 129278001, 129441002, 129426002, 159838002], [442083009, 280115004, 122453002, 58909005, 706471006, 5960008, 300872008, 91723000, 47605009, 128490007]]	[[116680003, 0], [260686004, 0], [363704007, 0]]	[[171348006, 308993006, 159964009, 308345005, 81045005, 72004008, 47940008, 266045004, 308994000, 770003], [129431000, 257791009, 308169002, 129280007, 360315000, 360025001, 129278001, 129441002, 129426002, 159838002], [442083009, 280115004, 122453002, 58909005, 706471006, 5960008, 300872008, 91723000, 47605009, 128490007]]
fractura expuesta de cresta alveolar de lado izquierdo del maxilar superior (trastorno)	15918301000119102	trastorno	0	0	[15918341000119100, 15918261000119105, 15918221000119100, 15918101000119100, 15918061000119103, 110025001, 110021005, 16665351000119107, 16665311000119106, 16670191000119104]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	15918341000119100	3	1.0	[116676008, 116680003, 363698007]	15918341000119100	[[116676008, 0], [116680003, 0], [363698007, 1]]	[[52329006, 397181002, 125168000, 66680001, 66483005, 125170009, 30902005, 26938002, 8540001000004109, 26908008], [16665311000119106, 16665351000119107, 16667391000119107, 16667431000119102, 16670231000119108, 16670191000119104, 15918061000119103, 15918101000119100, 15918221000119100, 15918261000119105], [774032009, 774031002, 288541004, 778036004, 778035000, 415636008, 77459005, 288546009, 6912001, 245794009]]	[[116676008, 0], [116680003, 0], [363698007, 1]]	[[52329006, 397181002, 125168000, 66680001, 66483005, 125170009, 30902005, 26938002, 8540001000004109, 26908008], [16665311000119106, 16665351000119107, 16667391000119107, 16667431000119102, 16670231000119108, 16670191000119104, 15918061000119103, 15918101000119100, 15918221000119100, 15918261000119105], [774032009, 774031002, 288541004, 778036004, 778035000, 415636008, 77459005, 288546009, 6912001, 245794009]]
bombeo torácico (procedimiento)	417640000	procedimiento	9	9	[722256004, 706205000, 261179002, 279084009, 463520004, 415713009, 397384004, 704905007, 467487001, 40672006]	0	1.0	1	1.0	[116680003]	722256004	3	0.75	[116680003, 260686004, 405813007]	40672006	[[116680003, -1]]	[[118418003, 718315005, 700639003, 470582007, 714552003, 24462000, 468546002, 465541008, 466087000, 470441005]]	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[56972008, 227637003, 35359004, 117502008, 117503003, 117508007, 117506006, 117507002, 117504009, 117512001], [129264002, 257890000, 256644001, 129266000, 129428001, 367558000, 129265001, 129410003, 360038009, 130090009], [182353008, 16421008, 308764001, 18345004, 227637003, 56972008, 117503003, 36368009, 117508007, 117507002]]
rama timpánica inferior de la arteria faríngea ascendente [como un todo] (estructura corporal)	160115005	estructura corporal	0	0	[159946002, 730067007, 159697007, 729928001, 147460006, 244217007, 21717004, 147359000, 183114002, 185836004]	0	1.0	2	1.0	[116680003, 272741003]	159946002	2	1.0	[116680003, 272741003]	159946002	[[116680003, 0], [272741003, -1]]	[[67082001, 15263002, 42118008, 80435006, 18399009, 36947002, 186120009, 19176007, 59348006, 31634009], [264036002, 36947002, 5893000, 42859004, 726563001, 726562006, 728634002, 48977002, 81985002, 15264008]]	[[116680003, 0], [272741003, -1]]	[[67082001, 15263002, 42118008, 80435006, 18399009, 36947002, 186120009, 19176007, 59348006, 31634009], [264036002, 36947002, 5893000, 42859004, 726563001, 726562006, 728634002, 48977002, 81985002, 15264008]]
deformidades en valgo de ambos pies (trastorno)	275344002	trastorno	0	0	[15668521000119104, 15713921000119108, 15934741000119102, 15934581000119101, 11874541000119103, 275345001, 15742081000119108, 15715081000119109, 15724441000119104, 15668321000119108]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	15668521000119104	3	1.0	[116676008, 116680003, 363698007]	15668521000119104	[[116676008, 2], [116680003, -1], [363698007, 2]]	[[88565003, 203598005, 127561000, 766236002, 788600005, 43234007, 309463003, 716289003, 90510001, 767171001], [240249001, 299466008, 299569003, 302295001, 22099008, 127561000, 42162004, 299561000, 299570002, 249808002], [6685009, 51636004, 7769000, 771125003, 22335008, 773790000, 771124004, 738795002, 720533003, 761967009]]	[[116676008, 2], [116680003, -1], [363698007, 2]]	[[88565003, 203598005, 127561000, 766236002, 788600005, 43234007, 309463003, 716289003, 90510001, 767171001], [240249001, 299466008, 299569003, 302295001, 22099008, 127561000, 42162004, 299561000, 299570002, 249808002], [6685009, 51636004, 7769000, 771125003, 22335008, 773790000, 771124004, 738795002, 720533003, 761967009]]
ántrax de la ingle (trastorno)	76431004	trastorno	0	0	[48903002, 88361008, 21869003, 26535009, 48934003, 76225004, 65844007, 21382004, 200595007, 200594006]	0	1.0	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	48903002	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	48903002	[[116680003, 0], [116676008, 0], [246075003, 0], [363698007, -1], [370135005, 0]]	[[302016005, 302013002, 302011000, 267772007, 283076005, 449710006, 449671007, 402925001, 127951001, 737214003], [41570003, 416893007, 419761005, 46355004, 14268002, 59843005, 198235009, 27351007, 21869003, 18929007], [409822003, 41146007, 419036000, 415671008, 81325006, 8745002, 59343002, 103424003, 46994008, 301780001], [76261009, 764473004, 725169003, 244081009, 20795001, 81992007, 367579000, 72005009, 736466000, 736467009], [441862004, 415178003, 719982003, 442614005, 702640006, 609404002, 272515006, 308489006, 263680009, 702639009]]	[[116680003, 0], [116676008, 0], [246075003, 0], [363698007, -1], [370135005, 0]]	[[302016005, 302013002, 302011000, 267772007, 283076005, 449710006, 449671007, 402925001, 127951001, 737214003], [41570003, 416893007, 419761005, 46355004, 14268002, 59843005, 198235009, 27351007, 21869003, 18929007], [409822003, 41146007, 419036000, 415671008, 81325006, 8745002, 59343002, 103424003, 46994008, 301780001], [76261009, 764473004, 725169003, 244081009, 20795001, 81992007, 367579000, 72005009, 736466000, 736467009], [441862004, 415178003, 719982003, 442614005, 702640006, 609404002, 272515006, 308489006, 263680009, 702639009]]
intoxicación intencional por buspirona (trastorno)	291115005	trastorno	0	0	[290160001, 290851007, 291229003, 290870002, 291188000, 291000007, 291063006, 290729008, 290210003, 291167009]	0	1.0	2	1.0	[116680003, 246075003]	290160001	2	1.0	[116680003, 246075003]	290160001	[[116680003, 0], [246075003, 0]]	[[291113003, 290158003, 290849008, 291227001, 290868006, 290998000, 291061008, 290727005, 290208000, 291165001], [387523009, 387561007, 372760009, 372741002, 395818000, 373475006, 387161000, 372818004, 387180003, 387509007]]	[[116680003, 0], [246075003, 0]]	[[291113003, 290158003, 290849008, 291227001, 290868006, 290998000, 291061008, 290727005, 290208000, 291165001], [387523009, 387561007, 372760009, 372741002, 395818000, 373475006, 387161000, 372818004, 387180003, 387509007]]
marsupialización de lesión cerebral (procedimiento)	234064002	procedimiento	0	0	[234915008, 275465007, 174432007, 37380009, 447124007, 265614009, 302389000, 239397006, 177015007, 239376005]	0	1.0	4	1.0	[260686004, 116680003, 363700003, 405814001]	234915008	4	1.0	[260686004, 116680003, 363700003, 405814001]	234915008	[[260686004, 0], [116680003, -1], [363700003, 0], [405814001, -1]]	[[129355009, 129354008, 129399000, 129318009, 129396007, 367558000, 277763000, 257890000, 255595002, 360084004], [118627006, 231628000, 307664006, 71794007, 238282004, 238277006, 232542003, 307620003, 307257002, 129355009], [52988006, 129739004, 129738007, 129742005, 708484008, 417746004, 708557009, 125575006, 127295002, 283976007], [12738006, 37035000, 36159002, 280369009, 87463005, 15926001, 372073000, 836432005, 423918008, 81308009]]	[[260686004, 0], [116680003, -1], [363700003, 0], [405814001, -1]]	[[129355009, 129354008, 129399000, 129318009, 129396007, 367558000, 277763000, 257890000, 255595002, 360084004], [118627006, 231628000, 307664006, 71794007, 238282004, 238277006, 232542003, 307620003, 307257002, 129355009], [52988006, 129739004, 129738007, 129742005, 708484008, 417746004, 708557009, 125575006, 127295002, 283976007], [12738006, 37035000, 36159002, 280369009, 87463005, 15926001, 372073000, 836432005, 423918008, 81308009]]
resección de útero después del parto (procedimiento)	860602007	procedimiento	2	2	[249202006, 49561003, 391998006, 860646004, 237313003, 392019004, 450669005, 237190008, 54261007, 237186006]	0	1.0	1	0.5	[116680003]	249202006	3	0.75	[116680003, 260686004, 405813007]	391998006	[[116680003, -1]]	[[120038005, 88218008, 36384005, 450669005, 31191000, 392019004, 446804002, 445766004, 265065000, 450559006]]	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[88218008, 120038005, 36384005, 450669005, 31191000, 446804002, 392019004, 445766004, 265065000, 450559006], [129304002, 257890000, 367558000, 129264002, 256644001, 129318009, 277763000, 360038009, 129372002, 410757006], [71252005, 45048000, 120038005, 64344009, 127898005, 279880001, 36384005, 37397003, 289794001, 72579007]]
producto que contiene aceite de rosa como único ingrediente (producto medicinal)	777467005	producto medicinal	0	0	[776494002, 776484007, 774611002, 777522001, 776974004, 777481007, 777608006, 777495005, 775391001, 774485006]	0	1.0	3	1.0	[127489000, 116680003, 766952006]	776494002	3	1.0	[127489000, 116680003, 766952006]	776494002	[[127489000, 0], [116680003, 0], [766952006, 2]]	[[51503008, 18532004, 57198007, 256021000, 73743005, 52806007, 5098005, 49643000, 71430004, 57720001], [425325005, 411366000, 411365001, 420343007, 411274002, 428094008, 411316006, 411368004, 329517001, 411283007], [261768000, 262049008, 38112003, 262052000, 697940004, 697941000, 708708008, 264614004, 96002002, 82609006]]	[[127489000, 0], [116680003, 0], [766952006, 2]]	[[51503008, 18532004, 57198007, 256021000, 73743005, 52806007, 5098005, 49643000, 71430004, 57720001], [425325005, 411366000, 411365001, 420343007, 411274002, 428094008, 411316006, 411368004, 329517001, 411283007], [261768000, 262049008, 38112003, 262052000, 697940004, 697941000, 708708008, 264614004, 96002002, 82609006]]
dedo martillo con lesión no expuesta de tendón (trastorno)	209775008	trastorno	0	0	[209768007, 210590006, 208459000, 16898401000119104, 416910005, 417202006, 11796481000119106, 11792671000119105, 704030008, 416143005]	0	1.0	4	1.0	[116676008, 116680003, 42752001, 363698007]	209768007	4	1.0	[116676008, 116680003, 42752001, 363698007]	209768007	[[116676008, 0], [116680003, -1], [42752001, 0], [363698007, -1]]	[[125671007, 160793008, 125672000, 21997005, 370936007, 2532009, 231999002, 26927002, 234078001, 263722006], [209767002, 209766006, 202971005, 202920008, 239252004, 209785009, 90012003, 426218005, 239981007, 2600000], [773760007, 272379006, 263904004, 405615003, 231954005, 391180006, 232249008, 233648002, 699013006, 201279004], [40717002, 2600000, 81440007, 778056003, 778057007, 86539008, 445290004, 82465007, 90012003, 781444009]]	[[116676008, 0], [116680003, -1], [42752001, 0], [363698007, -1]]	[[125671007, 160793008, 125672000, 21997005, 370936007, 2532009, 231999002, 26927002, 234078001, 263722006], [209767002, 209766006, 202971005, 202920008, 239252004, 209785009, 90012003, 426218005, 239981007, 2600000], [773760007, 272379006, 263904004, 405615003, 231954005, 391180006, 232249008, 233648002, 699013006, 201279004], [40717002, 2600000, 81440007, 778056003, 778057007, 86539008, 445290004, 82465007, 90012003, 781444009]]
bursitis subcoracoidea (trastorno)	80780008	trastorno	0	0	[240004005, 64166009, 84017003, 78715003, 240003004, 17059001, 40799003, 761957004, 45231001, 239848007]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	240004005	3	1.0	[116676008, 116680003, 363698007]	240004005	[[116676008, 0], [116680003, -1], [363698007, 1]]	[[409774005, 72724002, 723198002, 409775006, 409776007, 409777003, 417373000, 281371002, 127582006, 50540008], [111243002, 1076181000119106, 1076241000119109, 1076221000119103, 1076281000119104, 1076211000119105, 1076271000119102, 737608004, 1076171000119108, 737607009], [67235002, 35854002, 21462004, 17160008, 37797000, 82553005, 1030007, 31164002, 7658005, 64017009]]	[[116676008, 0], [116680003, -1], [363698007, 1]]	[[409774005, 72724002, 723198002, 409775006, 409776007, 409777003, 417373000, 281371002, 127582006, 50540008], [111243002, 1076181000119106, 1076241000119109, 1076221000119103, 1076281000119104, 1076211000119105, 1076271000119102, 737608004, 1076171000119108, 737607009], [67235002, 35854002, 21462004, 17160008, 37797000, 82553005, 1030007, 31164002, 7658005, 64017009]]
usa ropa de noche durante el día (hallazgo)	225493009	hallazgo	0	0	[225492004, 710560006, 225942007, 713567005, 310531007, 230490003, 307143006, 159745005, 283894000, 284935008]	0	1.0	2	1.0	[116680003, 363714003]	225492004	2	1.0	[116680003, 363714003]	225492004	[[116680003, 0], [363714003, 0]]	[[366007004, 365825002, 225431009, 364728004, 365560002, 302291005, 365558004, 225790006, 118192006, 419057008], [225499008, 21507006, 224599001, 704444008, 224681001, 704440004, 106294002, 158818007, 704437004, 424980001]]	[[116680003, 0], [363714003, 0]]	[[366007004, 365825002, 225431009, 364728004, 365560002, 302291005, 365558004, 225790006, 118192006, 419057008], [225499008, 21507006, 224599001, 704444008, 224681001, 704440004, 106294002, 158818007, 704437004, 424980001]]
